0,5.1,3.5,1.4,0.2,Iris-setosa,cluster0
1,4.9,3,1.4,0.2,Iris-setosa,cluster0
2,4.7,3.2,1.3,0.2,Iris-setosa,cluster0
3,4.6,3.1,1.5,0.2,Iris-setosa,cluster0
4,5,3.6,1.4,0.2,Iris-setosa,cluster0
5,5.4,3.9,1.7,0.4,Iris-setosa,cluster0
6,4.6,3.4,1.4,0.3,Iris-setosa,cluster0
7,5,3.4,1.5,0.2,Iris-setosa,cluster0
8,4.4,2.9,1.4,0.2,Iris-setosa,cluster0
9,4.9,3.1,1.5,0.1,Iris-setosa,cluster0
10,5.4,3.7,1.5,0.2,Iris-setosa,cluster0
11,4.8,3.4,1.6,0.2,Iris-setosa,cluster0
12,4.8,3,1.4,0.1,Iris-setosa,cluster0
13,4.3,3,1.1,0.1,Iris-setosa,cluster0
14,5.8,4,1.2,0.2,Iris-setosa,cluster0
15,5.7,4.4,1.5,0.4,Iris-setosa,?
16,5.4,3.9,1.3,0.4,Iris-setosa,cluster0
17,5.1,3.5,1.4,0.3,Iris-setosa,cluster0
18,5.7,3.8,1.7,0.3,Iris-setosa,cluster0
19,5.1,3.8,1.5,0.3,Iris-setosa,cluster0
20,5.4,3.4,1.7,0.2,Iris-setosa,cluster0
21,5.1,3.7,1.5,0.4,Iris-setosa,cluster0
22,4.6,3.6,1,0.2,Iris-setosa,cluster0
23,5.1,3.3,1.7,0.5,Iris-setosa,cluster0
24,4.8,3.4,1.9,0.2,Iris-setosa,cluster0
25,5,3,1.6,0.2,Iris-setosa,cluster0
26,5,3.4,1.6,0.4,Iris-setosa,cluster0
27,5.2,3.5,1.5,0.2,Iris-setosa,cluster0
28,5.2,3.4,1.4,0.2,Iris-setosa,cluster0
29,4.7,3.2,1.6,0.2,Iris-setosa,cluster0
30,4.8,3.1,1.6,0.2,Iris-setosa,cluster0
31,5.4,3.4,1.5,0.4,Iris-setosa,cluster0
32,5.2,4.1,1.5,0.1,Iris-setosa,cluster0
